,category,headline,authors,link,short_description,date
5776,POLITICS,Former Defense Secretary Robert Gates Says Trump Is 'Beyond Repair',Sam Levine,https://www.huffingtonpost.com/entry/robert-gates-donald-trump-national-security_us_57dd63b4e4b08cb1409622ee,“He has no clue about the difference between negotiating a business deal and negotiating with sovereign nations.”,2016-09-17
5777,POLITICS,Republican Civil War Between Imperialists and Isolationists Has Deep Roots and Big Implications,"William Bradley, ContributorPolitical Analyst",https://www.huffingtonpost.com/entry/republican-civil-war-between-imperialists-and-isolationists-has-deep-roots-and-big-implications_b_7524068.html,"The Republicans' dramatic intra-party fighting over NSA domestic surveillance, which saw the likes of Senate Majority Leader Mitch McConnell and Senate Armed Services Chairman John McCain having to give way to the likes of young libertarian Senator and presidential candidate Rand Paul and House Republicans, points up a brewing civil war on national security.",2015-06-06
5778,POLITICS,Flint Residents Tell Donald Trump: You're Not Welcome Here,Kim Bellware,https://www.huffingtonpost.com/entry/trump-flint-visit_us_57d9681be4b0aa4b722d9985,"His visit is nothing more than a photo op, many believe.",2016-09-14
5779,CRIME,'Affluenza' Teen Ethan Couch: What Happened? What's Next?,"EMILY SCHMALL, Associated Press",https://www.huffingtonpost.com/entry/affluenza-teen-ethan-couch-whats-next_us_5686c8bee4b014efe0da908f,Here's a look at what has happened so far and what could happen in coming days or weeks.,2016-01-01
5780,POLITICS,Gabby Giffords To Congress: 'The Nation's Counting On You' To Act On Gun Violence,Marina Fang,https://www.huffingtonpost.com/entry/gabby-giffords-las-vegas-shooting-response_us_59d275c8e4b048a4432422fc,"For years, the former Arizona congresswoman and her husband, former astronaut Mark Kelly, have been speaking out for gun control.",2017-10-02
5781,CRIME,These Are The Victims Of Terrorism In Colorado Springs,Kim Bellware and Willa Frej,https://www.huffingtonpost.com/entry/colorado-springs-planned-parenthood-victims_us_565b78c4e4b08e945feb83eb,A 36-year-old mother. A 29-year-old Iraq vet. A 44-year-old police officer.,2015-11-30
5782,POLITICS,"Jeff Bezos, Warren Buffett and Jamie Dimon Vaguely Promise To Fix Health Care",Jeffrey Young,https://www.huffingtonpost.com/entry/jeff-bezos-warren-buffett-jamie-dimon-health-care_us_5a70f74ae4b0a6aa487441be,"People got way too excited about Amazon, Berkshire Hathaway and JPMorgan's new health care venture.",2018-01-31
5783,POLITICS,Charles Koch: Clinton Might Make Better President Than Republican Candidates,,https://www.huffingtonpost.com/entry/koch-clinton-president-republicans_us_571c35c5e4b0d912d5fee371,"Despite their aversion to Trump, the Kochs claim they won't use any of their billions to block him from winning the nomination.",2016-04-24
5784,POLITICS,"GOP Passes Deficit-Hiking Tax Cuts, Accuses Dems Of Irresponsibility",Michael McAuliff,https://www.huffingtonpost.com/entry/republicans-raise-deficit_n_5488588.html,,2014-06-12
5785,POLITICS,Democrats Split Over Opposing Government Funding Bill That Doesn't Protect Dreamers,Elise Foley,https://www.huffingtonpost.com/entry/dick-durbin-dreamers_us_5a399129e4b06d1621b04241,Sen. Dick Durbin said “most” of his colleagues agree the bill must have Dreamer protections. But the GOP only needs a few to break away -- and some already have.,2017-12-20
5786,POLITICS,Donald Trump's Plan To Save Social Security Is To... Eliminate Dead Recipients,Jason Linkins,https://www.huffingtonpost.com/entry/donald-trump-social-security_us_56bff010e4b08ffac12595e7,"The people over 100 years old with Social Security numbers pose a potential problem, but not the one Trump's harping on.",2016-02-14
5787,POLITICS,Obama Goes After All Of The 2016 Presidential Candidates,Sam Levine,https://www.huffingtonpost.com/entry/obama-2016-candidates_us_57256d72e4b0f309baf113f3,Ouch.,2016-05-01
5788,POLITICS,How A Farm-To-Table Program Could Revitalize Prisons,Lydia O'Connor,https://www.huffingtonpost.com/entry/california-inmate-farm-program_n_5400670.html,,2014-05-28
5789,POLITICS,Standing Rock Protesters Won't Be Blockaded As North Dakota Back Down,"Terray Sylvester, Reuters",https://www.huffingtonpost.com/entry/standing-rock-protest-blockade_us_583df645e4b0c33c8e12ad8e,Tension is increasing as life-threatening weather sets in and the Trump presidency nears.,2016-11-29
5790,POLITICS,Blank Check for Government Intrusion? North Dakota's Amendment One Is Disguised Personhood Law,"Don C. Reed, ContributorSponsor, California’s Roman Reed Spinal Cord Injury Research A...",https://www.huffingtonpost.com/entry/post_8530_b_6062216.html,"The ""Life Begins at Conception"" Amendment is first and foremost intended to criminalize all abortions, at any stage:  removing American women's Constitutionally-protected reproductive rights. Do they admit this? Usually not.  But in a moment of candor...",2014-10-29
5791,CRIME,Judge Clears Dylann Roof To Represent Himself At Sentencing Phase Of Trial,Mary Papenfuss,https://www.huffingtonpost.com/entry/dylann-roof-sentencing-trial_us_586ae164e4b0d9a5945c3335,Prosecutors are seeking the death penalty.,2017-01-03
5792,POLITICS,Trump Responds To FBI Raid Of Lawyer Michael Cohen's Office,Antonia Blumberg,https://www.huffingtonpost.com/entry/trump-fbi-raid-michael-cohen_us_5acbd48ce4b09d0a11969485,“A TOTAL WITCH HUNT!!!”,2018-04-09
5793,POLITICS,Barack Obama Has Left the Building,"Mario Almonte, ContributorPR Strategist, Commentator",https://www.huffingtonpost.com/entry/barack-obama-has-left-the_b_7485778.html,"The President of the United States is tired. Barack Obama, who came into office with so much hope and promise in 2009, is now simply marking time in the White House, steeling his resolve against years of bitter, relentless defeats that have stripped away his once-inspiring loftiness of purpose.",2015-06-02
5794,CRIME,"3-Year-Old Girl Disappears In North Carolina, Sparking FBI Search",Sarah Ruiz-Grossman,https://www.huffingtonpost.com/entry/mariah-woods-fbi-north-carolina_us_5a1e0041e4b0d724fed4801d,Kristy Woods says she last saw her daughter when she put her to bed Sunday night.,2017-11-29
5795,POLITICS,The Bizarre Story Of Trump's First Congressional Endorsement,Matt Fuller,https://www.huffingtonpost.com/entry/chris-collins-trump-endorsement_us_56f40b30e4b04c4c37617ceb,"Rep. Chris Collins says the GOP front-runner has ""been misquoted.""",2016-03-24
5796,POLITICS,Donald Trump Made Lewd Comments While Melania Was Pregnant,Daniel Marans,https://www.huffingtonpost.com/entry/donald-trump-lewd-comments-melania-pregnant_us_57f8f457e4b068ecb5decba1,Barron Trump was born a few months after the incident.,2016-10-08
5797,POLITICS,Ruling Against Health Reform Subsidies Would Be Wrong -- and Harmful,"Judith Solomon, ContributorVice President for Health Policy, Center on Budget and Policy ...",https://www.huffingtonpost.com/entry/ruling-against-health-ref_b_6803188.html,"If the Supreme Court invalidates premium credits in the federal exchange, the number of uninsured Americans would jump by roughly 8 million. Millions more would face dramatic premium increases; RAND estimates that premiums would jump by 47 percent.",2015-03-04
5798,POLITICS,Rex Tillerson Joins Long Line Of Officials Forced To Publicly Praise Trump,Paige Lavender,https://www.huffingtonpost.com/entry/rex-tillerson-donald-trump-smart_us_59d4f737e4b0218923e6e8f0,It was an unusual move for the typically media-averse Tillerson.,2017-10-04
5799,POLITICS,Trump's New 'Domestic Gag Rule' Would Strip Funds From Planned Parenthood,Laura Bassett,https://www.huffingtonpost.com/entry/trump-new-domestic-gag-rule-planned-parenthood_us_5afef8cce4b0a046186b2e39,"The president reportedly doesn’t know the difference between HIV and HPV, but he still wants to penalize family planning providers.",2018-05-18
5800,POLITICS,Will DeVos Turn Over Policy to Earth's Most Entitled People?,"David Halperin, ContributorAttorney, advocate, writer at RepublicReport.org",https://www.huffingtonpost.com/entry/will-devos-turn-over-policy-to-earths-most-entitled_us_5a27ff33e4b073bb87c98083,At this week's Department of Education ongoing public meeting to advance Betsy DeVos's plan to repeal and replace the Obama,2017-12-06
5801,POLITICS,Michael Bloomberg's First Comments Since Trump Win Do Little To Quell Climate Fears,Alexander C. Kaufman,,The billionaire is offering up his elite club of mayors to fight the president-elect's environment plans.,2016-11-22
5802,POLITICS,Drilling-Crazy Oklahoma Has Its 12th Earthquake In Less Than A Week,,https://www.huffingtonpost.com/entry/oklahoma-earthquakes_us_568b11afe4b014efe0db773e,The state has become a quake capital of the world.,2016-01-05
5803,POLITICS,The Day Trump Truly Became President Of Alaska's Charred Remains,Eliot Nelson and Jeffrey Young,https://www.huffingtonpost.com/entry/the-day-trump-truly-became-president-of-alaskas-charred-remains_us_598b89b1e4b0a66b8bb0f412,At least those coal jobs are coming back...,2017-08-09
5804,POLITICS,"It's Taken 1,000 Years, But The UK Will Finally Stop Printing Laws On Animal Skin",Sebastian Murdock,https://www.huffingtonpost.com/entry/uk-stop-printing-laws-on-animal-skin_us_56bb6ebce4b08ffac123792f,,2016-02-10
5805,POLITICS,Supreme Court Foreshadows Big Constitutional Ruling In Immigration Case,Cristian Farias,https://www.huffingtonpost.com/entry/supreme-court-immigration-order_us_58530cfce4b0b3ddfd8bd8de,An unusual order indicates that the justices may not be willing to split 4-to-4.,2016-12-15
5806,POLITICS,"Tom Cotton Explores Link Between Disability Benefits, Heroin Epidemic",Arthur Delaney,https://www.huffingtonpost.com/entry/tom-cotton-disability_us_564113b0e4b0411d30722881,Disability benefits: The ultimate gateway drug.,2015-11-09
5807,POLITICS,The Spirit That Drove Us to Civil War Is Back,"Andy Schmookler, ContributorAward-winning author of What We're Up Against, former...",https://www.huffingtonpost.com/entry/the-spirit-that-drove-us-_b_5749884.html,"It's like facial recognition technology: if the features match up, you conclude, ""It's the same guy."" So it is with the match between the force that drove us to Civil War more than a century and a half ago, and the force that has taken over the Republican Party in our times.",2014-09-02
5808,POLITICS,Scalia Death Exposes Dying Conservatism,"Hal Donahue, ContributorVeteran and political activist",https://www.huffingtonpost.com/entry/scalia-death-exposes-dyin_b_9282196.html,"Before Justice Scalia's body was even cold, Republicans started obstructionism and pledged to block any Obama appointment. Apparently, a dying conservatism cares not a fig about the constitution -- just clinging to power.",2016-02-21
5809,POLITICS,Trump Polls At Zero Among Black Swing-State Voters,Samantha Neal,https://www.huffingtonpost.com/entry/trump-polls-at-zero-black-swing-state-voters_us_5787f375e4b0867123e0681b,A new poll shows the presumptive GOP nominee performs abysmally among a key portion of the voting electorate. Sad!,2016-07-14
5810,POLITICS,Obama Says Mars Will Be America's Next Giant Leap For Mankind,Chris D'Angelo,https://www.huffingtonpost.com/entry/obama-mars-cnn_us_57fd3081e4b07d0498acf7b5,"""We're already well on our way.""",2016-10-11
5811,POLITICS,Donald Trump Picks Up His First Congressional Endorsements,Igor Bobic,https://www.huffingtonpost.com/entry/donald-trump-first-congressional-endorsements_us_56cdcfa7e4b0ec6725e498fe,It begins.,2016-02-24
5812,POLITICS,It's Time to Invest in Nutrition,"Robert B. Blancato, ContributorAging Advocate",https://www.huffingtonpost.com/entry/its-time-to-invest-in-nutrition_b_6608324.html,"As Congress prepares to move its own budget process, it should embrace those proposals that constitute sound investments as compared to just expenditures. Older adults are an important resource to their families, their communities and their nation.",2015-02-05
5813,POLITICS,Former Top Treasury Official Warns Senators Against Iran Sanctions Bill,Jessica Schulberg,https://www.huffingtonpost.com/entry/adam-szubin-iran-sanctions_us_59163fd3e4b0fe039b34bdf8,"Adam Szubin, who served as Trump's acting treasury secretary, said the bill could violate the nuclear deal and upset U.S. allies.",2017-05-13
5814,POLITICS,Four Consequences Of A $15 Minimum Wage,,https://www.huffingtonpost.comhttp://www.latimes.com/business/la-fi-minimum-wage-impacts-20160421-snap-htmlstory.html,Exhaustive research over the past few decades suggests raising the minimum wage has little negative impact on overall employment,2016-04-25
5815,POLITICS,Progressive Activist Group Targets Vulnerable Democratic Senators On Health Care,Kaeli Subberwal,https://www.huffingtonpost.com/entry/democratic-senators-health-care_us_59497e13e4b00cdb99caf41c,CREDO Action placed billboards near airports that the senators use.,2017-06-21
5816,POLITICS,Obama Says The Democratic Nominee Will Be Clear Next Week,,https://www.huffingtonpost.com/entry/obama-democratic-primary_us_574f78ece4b0ed593f134465,"""I think that there has been a healthy debate in the Democratic Party, and it's almost over.""",2016-06-02
5817,POLITICS,Obama Closes Out Historic Visit To Kenya,"DARLENE SUPERVILLE, AP",https://www.huffingtonpost.com/entry/obama-closes-out-historic-visit-to-kenya_us_55b4c834e4b0224d883281fb,"He told Kenyans, ""You can choose the path to progress, but it requires making some important choices.""",2015-07-26
5818,POLITICS,Another Argument From Obamacare Critics Is Starting To Crumble,Jonathan Cohn,https://www.huffingtonpost.com/entry/obamacare-critics-argument_us_55b79f5be4b0a13f9d1a36af,Study suggests the law has improved access to care.,2015-07-28
5819,POLITICS,Party Chairs See Reversal Of Fortune,,https://www.huffingtonpost.comhttp://thehill.com/homenews/campaign/281562-party-chairs-see-reversal-of-fortune,The leaders of the Republican and Democratic national parties have had a reversal of fortune over the course of a head-spinning,2016-05-28
5820,CRIME,Parents Charged With Homicide In Starvation Death Of Autistic Son,,https://www.huffingtonpost.com/entry/jarrod-tutko-autistic-starvation-death-parents-charged_n_5905794.html,,2014-09-30
5821,POLITICS,"Ted Cruz Wrote A Glowing Profile Of Donald Trump, The Man Who Threatened To 'Spill The Beans On' His Wife",Marina Fang,https://www.huffingtonpost.com/entry/ted-cruz-donald-trump-time-100_us_5ad8ba5ce4b029ebe021ed21,"The man who once labeled him “Lyin’ Ted” and denigrated his wife’s appearance is now, in Cruz’s words, “doing what he was elected to do: disrupt the status quo.”",2018-04-19
5822,POLITICS,Monday's Morning Email: Is This Trump's Immigration Pivot?,Lauren Weber,https://www.huffingtonpost.com/entry/mondays-morning-email-is-this-trumps-immigration-pivot_us_57baf128e4b00d9c3a188809,"His campaign manager said the candidate was considering a ""fair and humane"" approach to those living in the country illegally.",2016-08-22
5823,POLITICS,2016 Race Has Changed In Every Way But One: Hillary's Still On Top,Lauren Weber and Howard Fineman,https://www.huffingtonpost.com/entry/2016-presidential-rankings-hillary-clinton_us_5621561ce4b08589ef47674b,First to Last re-ranks the presidential candidates at halftime.,2015-10-19
5824,POLITICS,This Virginia Democrat Is Crafting A Populist Anti-Trump Strategy,Zach Carter and Arthur Delaney,https://www.huffingtonpost.com/entry/tom-perriello-virginia-governor-trump-democrats_us_58b88befe4b0d2821b4cba3f,Tom Perriello hopes the #Resistance can put him in the Virginia governor's mansion.,2017-03-03
5825,CRIME,Woman Shot By Former Boyfriend At Chicago Nordstrom Store Dies,,https://www.huffingtonpost.com/entry/chicago-nordstrom_n_6242618.html,,2014-11-30
5826,POLITICS,The Real Battle of the 2016 Presidential Election: the Next 25 Years of the Supreme Court,"Heidi Lehmann, Contributor",https://www.huffingtonpost.com/entry/the-real-battle-of-the-20_b_12831242.html,,2016-11-06
5827,CRIME,College Student's Bizarre Death Allegedly Linked To Frat Hazing,Andy Campbell,https://www.huffingtonpost.com/entry/college-students-bizarre-death-linked-to-frat-hazing_us_56c8b1e7e4b041136f173554,The talented Bradley Doyley may have been forced to drink a toxic substance.,2016-02-20
5828,POLITICS,Republicans Are Really Afraid Of Hillary's America,Michael McAuliff and Christine Conetta,https://www.huffingtonpost.com/entry/hillary-clinton-republicans-afraid_us_57926972e4b01180b52ee802,And the reasons why may not be good for America.,2016-07-23
5829,POLITICS,Trump's ‘Pocahontas’ Punchline Ignores The Violence Native Women Face Every Day,Hayley Miller,https://www.huffingtonpost.com/entry/donald-trump-pocahontas-native-american-women_us_5a1d6615e4b0e2ddcbb2942c,The true story of Pocahontas is one of rape and abuse — which indigenous women still experience at alarming rates.,2017-11-29
5830,POLITICS,Appeals Court Ruling Brings Ohio Closer To Resuming Executions,,https://www.huffingtonpost.com/entry/ohio-executions_us_59541199e4b02734df2fbc53,The case centered around the use of the drug Midazolam during executions.,2017-06-28
5831,CRIME,"Colorado Springs Shooting Rampage Leaves 4 Dead, Including Gunman",Sebastian Murdock,https://www.huffingtonpost.com/entry/colorado-springs-shooting-rampage-leaves-4-dead-including-gunman_us_56352a5ae4b00aa54a4e754c,"Four officers fired back, killing the suspect.",2015-10-31
5832,CRIME,Woman Reportedly Beheaded By Man Who Then Jumped In Front Of Train,Andrew Hart,https://www.huffingtonpost.com/entry/woman-beheaded-long-island-train_n_6065268.html,,2014-10-29
5833,POLITICS,Civil Rights Hero John Lewis Isn't Impressed By Bernie Sanders' Activism,Amanda Terkel,https://www.huffingtonpost.com/entry/john-lewis-bernie-sanders_us_56bcb50ae4b08ffac1241f55,Hillary Clinton picked up the endorsement of the Congressional Black Caucus' political action committee Thursday.,2016-02-11
5834,POLITICS,"Conservatives Dismiss Pope On Climate Change, Warn Of Immigrant 'Anarchy'",Jennifer Bendery,https://www.huffingtonpost.com/entry/pope-congress-climate-change-immigration_us_56042de8e4b08820d91bf69d,"""You believe in global climate change, but you don't believe life begins at conception?""",2015-09-24
5835,POLITICS,"Remember WWII? Scapegoating Was The Wrong Answer Then, Too.",Ryan Grenoble,https://www.huffingtonpost.com/entry/japanese-american-prison-camp-lessons-trump-order_us_588f867ae4b02772c4e82d12,"We asked Japanese-Americans, some of whom were in prison camps, to reflect on Donald Trump.",2017-01-30
5836,CRIME,Knife 'Found' At O.J. Simpson's Former Home Ruled Out As 1994 Murder Weapon,,https://www.huffingtonpost.com/entry/oj-simpson-knife-home-ruled-out_us_56ff67dae4b0daf53aefcb2b,"""We don't know if it's a hoax, but there's no nexus to the murders.""",2016-04-02
5837,POLITICS,Key Georgia Democrat Switches From Clinton To Sanders,Christina Wilkie,https://www.huffingtonpost.com/entry/georgia-democrat-fort-switches-from-clinton-to-sanders_us_56c3653ee4b0b40245c80d1c,State Sen. Vincent Fort could help mobilize minority voters.,2016-02-16
5838,POLITICS,Off-Shorers Should Shut Up,"Leo W. Gerard , ContributorInternational President United Steelworkers union",https://www.huffingtonpost.com/entry/off-shorers-should-shut-up_us_58a0b26fe4b080bf74f03db5,"Whirlpool, the big appliance manufacturer, stressed in recent years its preference to make it in America. In 2013, it actually",2017-02-13
5839,POLITICS,Former NAACP President Ben Jealous Announces Run For Maryland Governor,Daniel Marans,https://www.huffingtonpost.com/entry/ben-jealous-running-for-maryland-governor_us_592ef5a1e4b0540ffc83c252,The Bernie Sanders supporter has strong ties in the progressive community.,2017-05-31
5840,CRIME,Parkland Suspect’s Brother Jailed On Probation Violation Charge,Nina Golgowski,https://www.huffingtonpost.com/entry/parkland-suspects-brother-jailed-on-parole-violation-charge_us_5ae9aaabe4b022f71a03ad18,"Zachary Cruz, 18, was driving without a license near a Florida high school. His probation banned him from getting close to schools.",2018-05-02
5841,CRIME,WATCH: Dog Attacks Would-Be Gas Station Robber,Simon McCormack,https://www.huffingtonpost.com/entry/dog-attacks-gas-station-robber_n_6692646.html,,2015-02-16
5842,POLITICS,Weed Is Out of the Bag... What's Next? How Soon?,"Martin Shapiro, ContributorFuturist, Author, Consultant",https://www.huffingtonpost.com/entry/weed-is-out-of-the-bagspr_b_5343867.html,There is a drastic need for federal legislation to legalize it on a national level and create some overall format for states to follow in their implementation.,2014-05-20
5843,CRIME,Sarai Sierra Shown In Surveillance Images In Istanbul While Turkish Police Question Suspect's Siblings (PHOTOS),,https://www.huffingtonpost.com/entry/sarai-sierra-surveillance-images-istanbul_us_5ba2bd08e4b0c2784da54f58,"A blow to the head killed Sierra, who'd also visited Amsterdam and Munich as part of her two-week trip to pursue her interest",2013-02-18
5844,CRIME,Driver Sandwiched By 2 Semi-Trucks Describes Horrifying Crash,Steven Hoffer,https://www.huffingtonpost.com/entry/kaleb-whitby-oregon-crash-photo_n_6496566.html,,2015-01-19
5845,POLITICS,"20 Years Ago Today, Hillary Clinton Gave A Rallying Cry For Women's Rights",Marina Fang,https://www.huffingtonpost.com/entry/hillary-clinton-womens-rights_us_55e8cac4e4b093be51bb054f,"""Human rights are women's rights, and women's rights are human rights, once and for all.""",2015-09-05
5846,POLITICS,A Crooked Wall Street Billionaire Is Crafting Trumponomics,Zach Carter,https://www.huffingtonpost.com/entry/a-crooked-wall-street-billionaire-is-crafting-trumponomics_us_57e99a77e4b082aad9b63c34,Hoo boy.,2016-09-26
5847,CRIME,Escaped Jail Inmate Found Hiding Inside A Dishwasher,,https://www.huffingtonpost.com/entry/escaped-inmate-dishwasher_us_5710a85ce4b0018f9cb9b032,"""He took out the racks and made himself a nice cubby hole.""",2016-04-15
5848,POLITICS,Donald Trump On General Election: ‘We Are Running Against Possibly A Socialist’,Samantha-Jo Roth,https://www.huffingtonpost.com/entry/donald-trump-bernie-sanders-socialist_us_56b903a7e4b08069c7a8620f,"“He’s winning, it’s hard to believe.”",2016-02-08
5849,POLITICS,Federal Appeals Court Upholds State's 'Gay Conversion Therapy' Ban,,https://www.huffingtonpost.com/entry/new-jersey-gay-conversion-therapy_n_5806792.html,,2014-09-11
5850,POLITICS,Ana's Fate Rested With An Asylum Officer Who Had Just Been Told To Doubt Her Word,Roque Planas,https://www.huffingtonpost.com/entry/trump-asylum-seekers-deportation_us_58d990b3e4b00f68a5ca030f,She showed up at the border bearing a scar from a gunshot wound to the head. The Trump administration plans to deport her.,2017-03-28
5851,CRIME,Officer Shot In The Head While Trying To Help Motorist Dies,,https://www.huffingtonpost.com/entry/officer-shot-in-the-head-while-trying-to-help-motorist-dies_us_55db5f50e4b0a40aa3ab9f17,"""Tragically these things happen far too often around the country.""",2015-08-24
5852,POLITICS,Meet The GOP Congressman Who Wants To Overturn Citizens United,"Michael Beckel, Center for Public Integrity",https://www.huffingtonpost.com/entry/citizen-united-anniversary_us_56a101c8e4b076aadcc56c94,"Walter Jones says fundraising has ""gotten out of hand"" in Washington.",2016-01-21
5853,POLITICS,It's Completely Legal To Walk Around Las Vegas With A Machine Gun,Nick Wing,https://www.huffingtonpost.com/entry/nevada-gun-laws_us_59d235e4e4b06791bb11d6b8,Nevada's lax gun laws are pretty much the norm in the U.S.,2017-10-02
5854,CRIME,Charges Dropped Against Man Who Killed His Wife's Would-Be Rapist,Nina Golgowski,https://www.huffingtonpost.com/entry/mamadou-diallo-charges-dropped_us_57d048bae4b0a48094a7050c,"“I think they did the right thing because he was defending me; that’s what a husband does,"" said Nenegale Diallo of her spouse.",2016-09-07
5855,POLITICS,Donald Trump Easily Wins Home State Of New York,Igor Bobic,https://www.huffingtonpost.com/entry/donald-trump-new-york-primary_us_5716cc7ee4b06f35cb711b4a,The Empire State loves The Donald.,2016-04-20
5856,POLITICS,New Documentary 'Making A Killing' Shows How To Prevent Suicides By Gun,Jason Cherkis,https://www.huffingtonpost.com/entry/making-a-killing-documentary_us_572ba63ee4b0bc9cb0462189,"""Many of us go to dark places, sometimes for long periods, sometimes for short periods. But the darkness passes.""",2016-05-06
5857,POLITICS,Florida's Death Penalty Law Is Ruled Unconstitutional — Again,Cristian Farias,https://www.huffingtonpost.com/entry/florida-death-penalty_us_5801066de4b06e04759473b3,The state's supreme court ruled that a jury must be unanimous when imposing a death sentence.,2016-10-14
5858,POLITICS,New York Times Dedicates 2-Page Spread To The People And Things Trump's Insulted,Ashley Alman,https://www.huffingtonpost.com/entry/donald-trump-insults-new-york-times_us_580e1901e4b0a03911eda669,"Donald Trump's insults made the cut for ""all the news that's fit to print.""",2016-10-24
5859,POLITICS,House GOP Is Determined To Make It Harder For Poor Kids To Get Free School Lunches,Joseph Erbentraut,https://www.huffingtonpost.com/entry/gop-school-lunch_us_573c7e82e4b0ef86171cca10,A House committee approved a controversial change to the way low-income children would qualify.,2016-05-18
5860,CRIME,CAUGHT ON CAMERA: Suspect Bird-Naps Peacock,Steven Hoffer,https://www.huffingtonpost.com/entry/peacock-abduction-video_n_7024912.html,,2015-04-08
5861,POLITICS,Powerful New York Legislator Sheldon Silver Convicted In Bribery Case,,https://www.huffingtonpost.com/entry/powerful-new-york-legislator-sheldon-silver-convicted-in-bribery-case_us_565cbb04e4b079b2818b5c74,Silver was one of New York's most powerful politicians for two decades.,2015-11-30
5862,POLITICS,Agency Advertising Joint Robby Mook/Corey Lewandowski Appearances Deletes The Page,Jason Linkins,https://www.huffingtonpost.com/entry/robby-mook-corey-lewandowski_us_5888b19ce4b0441a8f71f400,Evidently it was just a crazy idea they had.,2017-01-25
5863,POLITICS,Inside The Complex World Of Women And Guns,,https://www.huffingtonpost.comhttp://www.marieclaire.com/politics/a18016/women-and-guns/#the-stats,Beneath the surface of the guns discussion in America—one traditionally dominated by men—there's a complex world of females,2016-02-11
5864,POLITICS,Democratic Congressman Vows Legal Challenge On Ted Cruz And The 'Natural Born Citizen' Question,Matt Fuller,https://www.huffingtonpost.com/entry/ted-cruz-natural-born-citizen-alan-grayson_us_56940bfce4b0a2b6fb710df9,"Wait, does Donald Trump actually have a point?",2016-01-11
5865,POLITICS,Washington Braces For Anti-Trump Protests,"By Ian Simpson and Joseph Ax, Reuters",https://www.huffingtonpost.com/entry/washington-anti-trump-protests_us_5881a711e4b096b4a2310d7a,The number of planned protests and rallies this year is far above what has been typical at recent presidential inaugurations.,2017-01-20
5866,POLITICS,Democrats Launch New Effort To Fight Back Against Trump's Bogus Claims Of Voter Fraud,Sam Levine,https://www.huffingtonpost.com/entry/democrats-voter-fraud_us_59270b5ae4b061d8f8201913,They say the president just wants to make it more difficult for people to vote.,2017-05-25
5867,POLITICS,Why I Decided To Run For Congress As An Air Force Veteran And Public School Teacher,"Gwendolynn Combs, Contributor2018 Democratic Candidate for the 2nd Congressional District o...",https://www.huffingtonpost.com/entry/i-decided-to-run-for-congress-as-an-air-force-veteran-and-public-school-teacher_us_59b06656e4b0c50640cd6455,"Arkansas, I am listening.",2017-09-13
5868,POLITICS,"THE WILDCATTERS: #Brexit, #Texit, and U.S. Public Opinion Toward State Secession","Kirby Goidel and Keith Gaddie, Contributors",https://www.huffingtonpost.com/entry/the-wildcatters-brexit-texit-and-us-public-opinion_us_577a6ee7e4b0ad1e7bff2af4,"When Great Britain surprisingly voted to leave the European Union, the eyes of the nation quickly turned to Texas. With its",2016-07-04
5869,POLITICS,Bobby Jindal's Biggest Donors Benefited From His Administration,Paul Blumenthal,https://www.huffingtonpost.com/entry/bobby-jindals-biggest-donors-benefited-from-his-administration_us_55e9e976e4b002d5c075fb17,"Donors to pro-Jindal outside groups included appointees, companies employing lobbyists and recipients of state subsidies.",2015-09-08
5870,POLITICS,Former Aide Denounces Trump And Says He Regrets Ever Working For Campaign,Sam Levine,https://www.huffingtonpost.com/entry/former-trump-aide-regrets_us_57f8f9e2e4b068ecb5deccc3,"“Under no circumstances will I support Donald Trump for president.""",2016-10-08
5871,CRIME,Chicago 'Suitcase Killer' Issues Startling YouTube 'Confession',Mary Papenfuss,https://www.huffingtonpost.com/entry/suitcase-killer-youtube-video_us_58991234e4b0c1284f27d11b,Heather Mack appears to exonerate her boyfriend in her mother's murder in Bali.,2017-02-07
5872,POLITICS,Trump Brings Back 'Pocahontas' Slur Of Elizabeth Warren At Event For Native American Veterans,Doha Madani,https://www.huffingtonpost.com/entry/donald-trump-pocahontas-elizabeth-warren-native-americans_us_5a1c6bd6e4b087444df23562,Warren said it’s “deeply unfortunate” the president couldn’t get through the event without “having to throw out a racial slur.”,2017-11-27
5873,POLITICS,The Longest Shortest Time: 365 Days Of Trump,Alissa Scheller and Nick Wing,https://www.huffingtonpost.com/entry/trump-one-year-365-days_us_59a971d4e4b0354e4409d094,"And only 1,091 days to go until the 2020 election!",2017-11-08
5874,POLITICS,"Ryan To Unveil Policy Agenda, Starting With Anti-Poverty Initiative","David Morgan, Reuters",https://www.huffingtonpost.com/entry/ryan-to-unveil-policy-agenda-starting-with-anti-poverty-initiative_us_5756ca0ee4b0b60682ded587,The anti-poverty initiative calls for focusing government assistance programs on work and job training.,2016-06-07
5875,POLITICS,Trump Foundation Violated Rules By Donating To Attorney General Considering Fraud Case,,https://www.huffingtonpost.comhttp://bigstory.ap.org/article/e16a8223c24048d290883370dc6abe5b/florida-ag-asked-trump-donation-nixing-fraud-case,WASHINGTON (AP) — Florida's attorney general personally solicited a political contribution from Donald Trump around the same,2016-06-07
